brand,text
Crocodile,"They have a good collection of premium quality products, also new designs are coming pretty fast to them since this is the largest crocodile store in the country. Clothing to accessories are available, they have good leather shoes and belts too. However they may not have the size you want in display, ask the sales executives, they will get your size from the store soon. Atmosphere is calm and good, good fit on rooms are available. Not much of crowd is there. So you have plenty of space and time to select your needs. Not busy at all. Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Chathura Wanniarachchi Azeem Ahamed"
Crocodile,"Customer experience was a bit good in the store as the sales assistant helped me with selecting t-shirts. But the fabric quality is very poor, like all the colours just fade away and even washed gently. Didn't expect branded clothes to be faded and hardened like that. Even non geunine t-shirts ¼ this price is much more durable Sahan Pussewela"
Crocodile,Very less variety of clothes Lakmal Dharmarathne
Crocodile,These shoes have become my go-to for any casual or semi-formal event.
Crocodile,"You need to visit their showroom to know about their surprise promotions. Clothing move very fast, you get great offers even a % discount Arsshad"
Crocodile,Place for reasonably priced branded formal and casual wear. However the selection is limited. Dush Geeth
Crocodile,"The stitching came apart after minimal use, which is disappointing."
Crocodile,"They're have good collection for mens , shirts and trousers Shehan Tharusha"
Crocodile,Good collection available. Average prices leaning towards high. Meedstone Perera
Crocodile,Excellent place to buy branded Crocodile products in Colombo. Parking space available for four vehicles at the side of the building. Staff is friendly. Good selection of clothings and leather goods including shoes and leather bags are there. Lakshitha Weerasinghe
Crocodile,Nice clothing store in Sri Lanka Timothy Jones
Crocodile,"It fits well, giving a relaxed look without feeling baggy."
Crocodile,Their shirt quality has improved but prices are expensive. Especially the tshirts which are not worth the price. There was a lady with very good customer service skills and was very helpful. beast beast beast beast beast Hakeem Mhm
Crocodile,"The fabric feels thinner than expected, raising concerns about durability."
Crocodile,Staff badly need a uniform and please have shopping bags; can't carry everything and look through sizes. Nishanth L
Crocodile,"I had the pleasure of visiting the Crocodile Flagship Store in Colombo last Sunday, and I must say, it was an extraordinary shopping experience. My primary intention was to purchase some T-shirts, but I left with a newfound appreciation for the impeccable quality and craftsmanship this store offers. Upon entering, I was immediately struck by the elegant and tasteful layout of the store. The merchandise was neatly displayed, creating an inviting atmosphere that encouraged exploration. The store exuded a sense of luxury without being ostentatious, setting the stage for the premium products it housed. The selection of T-shirts was diverse, with a wide range of colors, styles, and sizes. Each piece was a testament to the brand's commitment to quality. The fabrics used were of the highest grade, ensuring comfort and durability. The attention to detail in stitching and finishing was evident, promising longevity even with frequent wear. It was clear that every garment had been meticulously crafted. One of the standout features of this establishment was its collection of wallets made from genuine crocodile leather. These wallets exuded opulence and sophistication, reflecting the brand's dedication to using only the finest materials. The craftsmanship was exceptional, evident in the precise stitching and impeccable finishing. Handling these wallets, one could feel the luxurious texture and appreciate the durability that comes with genuine crocodile leather. While the products at Crocodile Flagship Store may come with a premium price tag, the quality unquestionably justifies the investment. The durability and longevity of the items ensure they will remain in one's wardrobe for years to come, making them a true value for money. The staff at the store were attentive and knowledgeable, providing helpful suggestions and ensuring a seamless shopping experience. They were able to answer all my queries about the products and provided valuable insights about the brand's ethos and commitment to quality. In conclusion, my visit to Crocodile Flagship Store in Colombo was nothing short of exceptional. The highest quality products, particularly the T-shirts and wallets, combined with the store's elegant ambiance and knowledgeable staff, made for a shopping experience that was truly one of a kind. If you're seeking premium, enduring pieces for your wardrobe, this store should be at the top of your list. It's safe to say that Crocodile Flagship Store has set a new standard for luxury shopping in Colombo. Shameez"
Crocodile,"I ordered a pair of flip flops maroon colour through the website. By mentioning the size as but they have sent me the pair of flip flop from the size and it's too small for me. I ordered it because at the website it was mentioning that the size was availabe and also in the receipt it's clearly mentioned that I have ordered the size . These people are just cheating the customers if they doesn't have the size they should have update the website or else just inform me that they doesn't have it In stock so that I can go with another option, before sending my order through the courier and also it took days to receive my package. Here after it's much better to think twice before ordering something from the crocodile flagship store. Kaveesha Bandara Kaveesha Bandara Kaveesha Bandara Milan Tharaka Siyambalapitiya"
